No,Variable Name,Final Value,Reduced Cost,Objective Coeficient,Lower Range,Upper Range,month
45,_19M07Product_29ClinchingClincher_02,0.0,2.90000,2.90000,0.0,+Inf,19M07
46,_19M07Product_29ClinchingClincher_Subcon,0.0,5.80000,5.80000,0.0,+Inf,19M07
47,_19M07Product_29HeatStakingHeatStake_05,0.0,3.60000,3.60000,0.0,+Inf,19M07
48,_19M07Product_29HeatStakingHeatStake_Subcon,0.0,7.20000,7.20000,0.0,+Inf,19M07
49,_19M07Product_29PressingHydraulicPress_01,0.0,1.20000,1.20000,0.0,+Inf,19M07
50,_19M07Product_29PressingHydraulicPress_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M07
51,_19M07Product_29TestingTester_05,0.0,2.60000,2.60000,0.0,+Inf,19M07
52,_19M07Product_29TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,19M07
53,_19M07Product_37ClinchingClincher_02,0.0,1.50000,1.50000,0.0,+Inf,19M07
54,_19M07Product_37ClinchingClincher_Subcon,0.0,3.00000,3.00000,0.0,+Inf,19M07
55,_19M07Product_37HeatStakingHeatStake_04,0.0,5.40000,5.40000,0.0,+Inf,19M07
56,_19M07Product_37HeatStakingHeatStake_06,0.0,5.40000,5.40000,0.0,+Inf,19M07
57,_19M07Product_37HeatStakingHeatStake_Subcon,0.0,10.80000,10.80000,0.0,+Inf,19M07
58,_19M07Product_37PressingHydraulicPress_01,0.0,.30000,.30000,0.0,+Inf,19M07
59,_19M07Product_37PressingHydraulicPress_Subcon,0.0,.60000,.60000,0.0,+Inf,19M07
60,_19M07Product_37TestingTester_04,0.0,2.30000,2.30000,0.0,+Inf,19M07
61,_19M07Product_37TestingTester_06,0.0,2.30000,2.30000,0.0,+Inf,19M07
62,_19M07Product_37TestingTester_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M07
63,_19M07Product_41ClinchingClincher_02,0.0,1.50000,1.50000,0.0,+Inf,19M07
64,_19M07Product_41ClinchingClincher_Subcon,0.0,3.00000,3.00000,0.0,+Inf,19M07
65,_19M07Product_41HeatStakingHeatStake_04,0.0,4.60000,4.60000,0.0,+Inf,19M07
66,_19M07Product_41HeatStakingHeatStake_Subcon,0.0,9.20000,9.20000,0.0,+Inf,19M07
67,_19M07Product_41PressingHydraulicPress_01,0.0,.50000,.50000,0.0,+Inf,19M07
68,_19M07Product_41PressingHydraulicPress_Subcon,0.0,1.00000,1.00000,0.0,+Inf,19M07
69,_19M07Product_41TestingTester_04,0.0,2.30000,2.30000,0.0,+Inf,19M07
70,_19M07Product_41TestingTester_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M07
71,_19M07Product_46ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,19M07
72,_19M07Product_46ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M07
73,_19M07Product_46PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,19M07
74,_19M07Product_46PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M07
75,_19M07Product_47ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M07
76,_19M07Product_47ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M07
77,_19M07Product_47PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,19M07
78,_19M07Product_47PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M07
79,_19M07Product_48ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M07
80,_19M07Product_48ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M07
81,_19M07Product_48PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,19M07
82,_19M07Product_48PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M07
83,_19M07Product_57ClinchingClincher_01,201.00000,0.0,1.40000,-Inf,2.80000,19M07
84,_19M07Product_57ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M07
85,_19M07Product_57HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,19M07
86,_19M07Product_57HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,19M07
87,_19M07Product_57HeatStakingHeatStake_08,201.00000,0.0,7.30000,-Inf,7.30000,19M07
88,_19M07Product_57HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,19M07
89,_19M07Product_57HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,19M07
90,_19M07Product_57PressingHydraulicPress_01,201.00000,0.0,.60000,-Inf,1.20000,19M07
91,_19M07Product_57PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,19M07
92,_19M07Product_57TestingTester_06,201.00000,0.0,2.50000,-Inf,2.70000,19M07
93,_19M07Product_57TestingTester_07,0.0,.20000,2.70000,2.50000,+Inf,19M07
94,_19M07Product_57TestingTester_08,0.0,.40000,2.90000,2.50000,+Inf,19M07
95,_19M07Product_57TestingTester_09,0.0,.50000,3.00000,2.50000,+Inf,19M07
96,_19M07Product_57TestingTester_Subcon,0.0,2.50000,5.00000,2.50000,+Inf,19M07
97,_19M07Product_58ClinchingClincher_01,0.0,1.40000,1.40000,0.0,+Inf,19M07
98,_19M07Product_58ClinchingClincher_Subcon,0.0,2.80000,2.80000,0.0,+Inf,19M07
99,_19M07Product_58HeatStakingHeatStake_06,0.0,7.50000,7.50000,0.0,+Inf,19M07
100,_19M07Product_58HeatStakingHeatStake_07,0.0,7.30000,7.30000,0.0,+Inf,19M07
101,_19M07Product_58HeatStakingHeatStake_08,0.0,7.30000,7.30000,0.0,+Inf,19M07
102,_19M07Product_58HeatStakingHeatStake_09,0.0,7.90000,7.90000,0.0,+Inf,19M07
103,_19M07Product_58HeatStakingHeatStake_Subcon,0.0,14.60000,14.60000,0.0,+Inf,19M07
104,_19M07Product_58PressingHydraulicPress_01,0.0,.60000,.60000,0.0,+Inf,19M07
105,_19M07Product_58PressingHydraulicPress_Subcon,0.0,1.20000,1.20000,0.0,+Inf,19M07
106,_19M07Product_58TestingTester_06,0.0,2.50000,2.50000,0.0,+Inf,19M07
107,_19M07Product_58TestingTester_07,0.0,2.70000,2.70000,0.0,+Inf,19M07
108,_19M07Product_58TestingTester_08,0.0,2.90000,2.90000,0.0,+Inf,19M07
109,_19M07Product_58TestingTester_09,0.0,3.00000,3.00000,0.0,+Inf,19M07
110,_19M07Product_58TestingTester_Subcon,0.0,5.00000,5.00000,0.0,+Inf,19M07
111,_19M07Product_59ClinchingClincher_01,5332.00000,0.0,1.40000,-Inf,2.80000,19M07
112,_19M07Product_59ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M07
113,_19M07Product_59HeatStakingHeatStake_07,5332.00000,0.0,5.70000,-Inf,6.00000,19M07
114,_19M07Product_59HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,19M07
115,_19M07Product_59HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,19M07
116,_19M07Product_59PressingHydraulicPress_01,5332.00000,0.0,1.00000,-Inf,2.00000,19M07
117,_19M07Product_59PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,19M07
118,_19M07Product_59TestingTester_07,5332.00000,0.0,2.90000,-Inf,3.50000,19M07
119,_19M07Product_59TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,19M07
120,_19M07Product_59TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,19M07
121,_19M07Product_60ClinchingClincher_01,8921.00000,0.0,1.40000,-Inf,2.80000,19M07
122,_19M07Product_60ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M07
123,_19M07Product_60HeatStakingHeatStake_07,8921.00000,0.0,5.70000,-Inf,6.00000,19M07
124,_19M07Product_60HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,19M07
125,_19M07Product_60HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,19M07
126,_19M07Product_60PressingHydraulicPress_01,8921.00000,0.0,1.00000,-Inf,2.00000,19M07
127,_19M07Product_60PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,19M07
128,_19M07Product_60TestingTester_07,8921.00000,0.0,2.90000,-Inf,3.50000,19M07
129,_19M07Product_60TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,19M07
130,_19M07Product_60TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,19M07
131,_19M07Product_66ClinchingClincher_02,0.0,1.20000,1.20000,0.0,+Inf,19M07
132,_19M07Product_66ClinchingClincher_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M07
133,_19M07Product_66HeatStakingHeatStake_07,0.0,8.00000,8.00000,0.0,+Inf,19M07
134,_19M07Product_66HeatStakingHeatStake_08,0.0,7.00000,7.00000,0.0,+Inf,19M07
135,_19M07Product_66HeatStakingHeatStake_Subcon,0.0,14.00000,14.00000,0.0,+Inf,19M07
136,_19M07Product_66PressingHydraulicPress_01,0.0,.40000,.40000,0.0,+Inf,19M07
137,_19M07Product_66PressingHydraulicPress_Subcon,0.0,.80000,.80000,0.0,+Inf,19M07
138,_19M07Product_66TestingTester_07,0.0,1.20000,1.20000,0.0,+Inf,19M07
139,_19M07Product_66TestingTester_08,0.0,1.50000,1.50000,0.0,+Inf,19M07
140,_19M07Product_66TestingTester_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M07
141,_19M07Product_67ClinchingClincher_02,0.0,1.20000,1.20000,0.0,+Inf,19M07
142,_19M07Product_67ClinchingClincher_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M07
143,_19M07Product_67HeatStakingHeatStake_07,0.0,8.00000,8.00000,0.0,+Inf,19M07
144,_19M07Product_67HeatStakingHeatStake_08,0.0,7.00000,7.00000,0.0,+Inf,19M07
145,_19M07Product_67HeatStakingHeatStake_Subcon,0.0,14.00000,14.00000,0.0,+Inf,19M07
146,_19M07Product_67PressingHydraulicPress_01,0.0,.40000,.40000,0.0,+Inf,19M07
147,_19M07Product_67PressingHydraulicPress_Subcon,0.0,.80000,.80000,0.0,+Inf,19M07
148,_19M07Product_67TestingTester_07,0.0,1.20000,1.20000,0.0,+Inf,19M07
149,_19M07Product_67TestingTester_08,0.0,1.50000,1.50000,0.0,+Inf,19M07
150,_19M07Product_67TestingTester_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M07
151,_19M07Product_69ClinchingClincher_02,0.0,2.40000,2.40000,0.0,+Inf,19M07
152,_19M07Product_69ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,19M07
153,_19M07Product_69HeatStakingHeatStake_06,0.0,5.10000,5.10000,0.0,+Inf,19M07
154,_19M07Product_69HeatStakingHeatStake_Subcon,0.0,10.20000,10.20000,0.0,+Inf,19M07
155,_19M07Product_69PressingHydraulicPress_01,0.0,1.70000,1.70000,0.0,+Inf,19M07
156,_19M07Product_69PressingHydraulicPress_Subcon,0.0,3.40000,3.40000,0.0,+Inf,19M07
157,_19M07Product_69TestingTester_06,0.0,1.80000,1.80000,0.0,+Inf,19M07
158,_19M07Product_69TestingTester_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M07
159,_19M07Product_70ClinchingClincher_02,1898.00000,0.0,1.80000,-Inf,3.60000,19M07
160,_19M07Product_70ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,19M07
161,_19M07Product_70HeatStakingHeatStake_06,1898.00000,0.0,3.40000,-Inf,6.80000,19M07
162,_19M07Product_70HeatStakingHeatStake_Subcon,0.0,3.40000,6.80000,3.40000,+Inf,19M07
163,_19M07Product_70PressingHydraulicPress_01,1898.00000,0.0,2.00000,-Inf,4.00000,19M07
164,_19M07Product_70PressingHydraulicPress_Subcon,0.0,2.00000,4.00000,2.00000,+Inf,19M07
165,_19M07Product_70TestingTester_06,1898.00000,0.0,1.10000,-Inf,2.20000,19M07
166,_19M07Product_70TestingTester_Subcon,0.0,1.10000,2.20000,1.10000,+Inf,19M07
167,_19M07Product_73ClinchingClincher_01,1722.00000,0.0,2.40000,-Inf,4.80000,19M07
168,_19M07Product_73ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,19M07
169,_19M07Product_73HeatStakingHeatStake_04,1722.00000,0.0,5.00000,-Inf,6.60000,19M07
170,_19M07Product_73HeatStakingHeatStake_09,0.0,1.60000,6.60000,5.00000,+Inf,19M07
171,_19M07Product_73HeatStakingHeatStake_Subcon,0.0,5.00000,10.00000,5.00000,+Inf,19M07
172,_19M07Product_73PressingHydraulicPress_01,1722.00000,0.0,1.30000,-Inf,2.60000,19M07
173,_19M07Product_73PressingHydraulicPress_Subcon,0.0,1.30000,2.60000,1.30000,+Inf,19M07
174,_19M07Product_73TestingTester_04,0.0,0.0,2.60000,2.60000,+Inf,19M07
175,_19M07Product_73TestingTester_09,1722.00000,0.0,2.60000,-Inf,2.60000,19M07
176,_19M07Product_73TestingTester_Subcon,0.0,2.60000,5.20000,2.60000,+Inf,19M07
177,_19M07Product_74ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,19M07
178,_19M07Product_74ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,19M07
179,_19M07Product_74HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,19M07
180,_19M07Product_74HeatStakingHeatStake_09,0.0,6.60000,6.60000,0.0,+Inf,19M07
181,_19M07Product_74HeatStakingHeatStake_Subcon,0.0,10.00000,10.00000,0.0,+Inf,19M07
182,_19M07Product_74PressingHydraulicPress_01,0.0,1.30000,1.30000,0.0,+Inf,19M07
183,_19M07Product_74PressingHydraulicPress_Subcon,0.0,2.60000,2.60000,0.0,+Inf,19M07
184,_19M07Product_74TestingTester_04,0.0,2.60000,2.60000,0.0,+Inf,19M07
185,_19M07Product_74TestingTester_09,0.0,2.60000,2.60000,0.0,+Inf,19M07
186,_19M07Product_74TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,19M07
187,_19M07Product_75ClinchingClincher_01,684.00000,0.0,2.40000,-Inf,4.80000,19M07
188,_19M07Product_75ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,19M07
189,_19M07Product_75HeatStakingHeatStake_04,0.0,1.80000,5.00000,3.20000,+Inf,19M07
190,_19M07Product_75HeatStakingHeatStake_09,684.00000,0.0,3.20000,-Inf,5.00000,19M07
191,_19M07Product_75HeatStakingHeatStake_Subcon,0.0,3.20000,6.40000,3.20000,+Inf,19M07
192,_19M07Product_75PressingHydraulicPress_01,684.00000,0.0,1.60000,-Inf,3.20000,19M07
193,_19M07Product_75PressingHydraulicPress_Subcon,0.0,1.60000,3.20000,1.60000,+Inf,19M07
194,_19M07Product_75TestingTester_04,0.0,0.0,1.90000,1.90000,+Inf,19M07
195,_19M07Product_75TestingTester_09,684.00000,0.0,1.90000,-Inf,1.90000,19M07
196,_19M07Product_75TestingTester_Subcon,0.0,1.90000,3.80000,1.90000,+Inf,19M07
197,_19M07Product_76ClinchingClincher_01,2132.00000,0.0,2.40000,-Inf,4.80000,19M07
198,_19M07Product_76ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,19M07
199,_19M07Product_76HeatStakingHeatStake_04,0.0,1.80000,5.00000,3.20000,+Inf,19M07
200,_19M07Product_76HeatStakingHeatStake_09,2132.00000,0.0,3.20000,-Inf,5.00000,19M07
201,_19M07Product_76HeatStakingHeatStake_Subcon,0.0,3.20000,6.40000,3.20000,+Inf,19M07
202,_19M07Product_76PressingHydraulicPress_01,2132.00000,0.0,1.60000,-Inf,3.20000,19M07
203,_19M07Product_76PressingHydraulicPress_Subcon,0.0,1.60000,3.20000,1.60000,+Inf,19M07
204,_19M07Product_76TestingTester_04,0.0,0.0,1.90000,1.90000,+Inf,19M07
205,_19M07Product_76TestingTester_09,2132.00000,0.0,1.90000,-Inf,1.90000,19M07
206,_19M07Product_76TestingTester_Subcon,0.0,1.90000,3.80000,1.90000,+Inf,19M07
207,_19M07Product_77ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M07
208,_19M07Product_77ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M07
209,_19M07Product_77PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,19M07
210,_19M07Product_77PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M07
211,_19M07Product_79ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M07
212,_19M07Product_79ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M07
213,_19M07Product_79PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,19M07
214,_19M07Product_79PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M07
215,_19M07Product_85ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M07
216,_19M07Product_85ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M07
217,_19M07Product_85HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,19M07
218,_19M07Product_85HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,19M07
219,_19M07Product_85PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,19M07
220,_19M07Product_85PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,19M07
221,_19M07Product_85TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,19M07
222,_19M07Product_85TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,19M07
223,_19M07Product_86ClinchingClincher_02,623.00000,0.0,2.20000,-Inf,4.40000,19M07
224,_19M07Product_86ClinchingClincher_Subcon,0.0,2.20000,4.40000,2.20000,+Inf,19M07
225,_19M07Product_86HeatStakingHeatStake_05,623.00000,0.0,3.10000,-Inf,6.20000,19M07
226,_19M07Product_86HeatStakingHeatStake_Subcon,0.0,3.10000,6.20000,3.10000,+Inf,19M07
227,_19M07Product_86PressingHydraulicPress_01,623.00000,0.0,1.10000,-Inf,2.20000,19M07
228,_19M07Product_86PressingHydraulicPress_Subcon,0.0,1.10000,2.20000,1.10000,+Inf,19M07
229,_19M07Product_86TestingTester_05,623.00000,0.0,2.70000,-Inf,5.40000,19M07
230,_19M07Product_86TestingTester_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M07
1,_19M08Product_14ClinchingClincher_02,0.0,1.80000,1.80000,0.0,+Inf,19M08
2,_19M08Product_14ClinchingClincher_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M08
3,_19M08Product_14PressingHydraulicPress_01,0.0,.30000,.30000,0.0,+Inf,19M08
4,_19M08Product_14PressingHydraulicPress_Subcon,0.0,.60000,.60000,0.0,+Inf,19M08
5,_19M08Product_17ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,19M08
6,_19M08Product_17ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M08
7,_19M08Product_17HeatStakingHeatStake_07,0.0,6.50000,6.50000,0.0,+Inf,19M08
8,_19M08Product_17HeatStakingHeatStake_08,0.0,5.80000,5.80000,0.0,+Inf,19M08
9,_19M08Product_17HeatStakingHeatStake_10,0.0,6.80000,6.80000,0.0,+Inf,19M08
10,_19M08Product_17HeatStakingHeatStake_Subcon,0.0,11.60000,11.60000,0.0,+Inf,19M08
11,_19M08Product_17PressingHydraulicPress_01,0.0,1.00000,1.00000,0.0,+Inf,19M08
12,_19M08Product_17PressingHydraulicPress_Subcon,0.0,2.00000,2.00000,0.0,+Inf,19M08
13,_19M08Product_17TestingTester_07,0.0,3.00000,3.00000,0.0,+Inf,19M08
14,_19M08Product_17TestingTester_08,0.0,2.00000,2.00000,0.0,+Inf,19M08
15,_19M08Product_17TestingTester_10,0.0,1.10000,1.10000,0.0,+Inf,19M08
16,_19M08Product_17TestingTester_Subcon,0.0,2.20000,2.20000,0.0,+Inf,19M08
17,_19M08Product_22ClinchingClincher_02,15.00000,0.0,2.70000,-Inf,5.40000,19M08
18,_19M08Product_22ClinchingClincher_Subcon,0.0,2.70000,5.40000,2.70000,+Inf,19M08
19,_19M08Product_22HeatStakingHeatStake_06,15.00000,0.0,4.50000,-Inf,9.00000,19M08
20,_19M08Product_22HeatStakingHeatStake_Subcon,0.0,4.50000,9.00000,4.50000,+Inf,19M08
21,_19M08Product_22PressingHydraulicPress_01,15.00000,0.0,1.50000,-Inf,3.00000,19M08
22,_19M08Product_22PressingHydraulicPress_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,19M08
23,_19M08Product_22TestingTester_06,15.00000,0.0,3.00000,-Inf,6.00000,19M08
24,_19M08Product_22TestingTester_Subcon,0.0,3.00000,6.00000,3.00000,+Inf,19M08
25,_19M08Product_25ClinchingClincher_02,0.0,2.40000,2.40000,0.0,+Inf,19M08
26,_19M08Product_25ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,19M08
27,_19M08Product_25PressingHydraulicPress_01,0.0,.60000,.60000,0.0,+Inf,19M08
28,_19M08Product_25PressingHydraulicPress_Subcon,0.0,1.20000,1.20000,0.0,+Inf,19M08
29,_19M08Product_26ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,19M08
30,_19M08Product_26ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,19M08
31,_19M08Product_26PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,19M08
32,_19M08Product_26PressingHydraulicPress_Subcon,0.0,3.00000,3.00000,0.0,+Inf,19M08
33,_19M08Product_27ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,19M08
34,_19M08Product_27ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,19M08
35,_19M08Product_27PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,19M08
36,_19M08Product_27PressingHydraulicPress_Subcon,0.0,3.00000,3.00000,0.0,+Inf,19M08
37,_19M08Product_28ClinchingClincher_02,0.0,2.90000,2.90000,0.0,+Inf,19M08
38,_19M08Product_28ClinchingClincher_Subcon,0.0,5.80000,5.80000,0.0,+Inf,19M08
39,_19M08Product_28HeatStakingHeatStake_05,0.0,3.60000,3.60000,0.0,+Inf,19M08
40,_19M08Product_28HeatStakingHeatStake_Subcon,0.0,7.20000,7.20000,0.0,+Inf,19M08
41,_19M08Product_28PressingHydraulicPress_01,0.0,1.20000,1.20000,0.0,+Inf,19M08
42,_19M08Product_28PressingHydraulicPress_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M08
43,_19M08Product_28TestingTester_05,0.0,1.20000,1.20000,0.0,+Inf,19M08
44,_19M08Product_28TestingTester_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M08
45,_19M08Product_29ClinchingClincher_02,0.0,2.90000,2.90000,0.0,+Inf,19M08
46,_19M08Product_29ClinchingClincher_Subcon,0.0,5.80000,5.80000,0.0,+Inf,19M08
47,_19M08Product_29HeatStakingHeatStake_05,0.0,3.60000,3.60000,0.0,+Inf,19M08
48,_19M08Product_29HeatStakingHeatStake_Subcon,0.0,7.20000,7.20000,0.0,+Inf,19M08
49,_19M08Product_29PressingHydraulicPress_01,0.0,1.20000,1.20000,0.0,+Inf,19M08
50,_19M08Product_29PressingHydraulicPress_Subcon,0.0,2.40000,2.40000,0.0,+Inf,19M08
51,_19M08Product_29TestingTester_05,0.0,2.60000,2.60000,0.0,+Inf,19M08
52,_19M08Product_29TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,19M08
53,_19M08Product_37ClinchingClincher_02,0.0,1.50000,1.50000,0.0,+Inf,19M08
54,_19M08Product_37ClinchingClincher_Subcon,0.0,3.00000,3.00000,0.0,+Inf,19M08
55,_19M08Product_37HeatStakingHeatStake_04,0.0,5.40000,5.40000,0.0,+Inf,19M08
56,_19M08Product_37HeatStakingHeatStake_06,0.0,5.40000,5.40000,0.0,+Inf,19M08
57,_19M08Product_37HeatStakingHeatStake_Subcon,0.0,10.80000,10.80000,0.0,+Inf,19M08
58,_19M08Product_37PressingHydraulicPress_01,0.0,.30000,.30000,0.0,+Inf,19M08
59,_19M08Product_37PressingHydraulicPress_Subcon,0.0,.60000,.60000,0.0,+Inf,19M08
60,_19M08Product_37TestingTester_04,0.0,2.30000,2.30000,0.0,+Inf,19M08
61,_19M08Product_37TestingTester_06,0.0,2.30000,2.30000,0.0,+Inf,19M08
62,_19M08Product_37TestingTester_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M08
63,_19M08Product_41ClinchingClincher_02,0.0,1.50000,1.50000,0.0,+Inf,19M08
64,_19M08Product_41ClinchingClincher_Subcon,0.0,3.00000,3.00000,0.0,+Inf,19M08
65,_19M08Product_41HeatStakingHeatStake_04,0.0,4.60000,4.60000,0.0,+Inf,19M08
66,_19M08Product_41HeatStakingHeatStake_Subcon,0.0,9.20000,9.20000,0.0,+Inf,19M08
67,_19M08Product_41PressingHydraulicPress_01,0.0,.50000,.50000,0.0,+Inf,19M08
68,_19M08Product_41PressingHydraulicPress_Subcon,0.0,1.00000,1.00000,0.0,+Inf,19M08
69,_19M08Product_41TestingTester_04,0.0,2.30000,2.30000,0.0,+Inf,19M08
70,_19M08Product_41TestingTester_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M08
71,_19M08Product_46ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,19M08
72,_19M08Product_46ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,19M08
73,_19M08Product_46PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,19M08
74,_19M08Product_46PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,19M08
75,_19M08Product_47ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M08
76,_19M08Product_47ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M08
77,_19M08Product_47PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,19M08
78,_19M08Product_47PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M08
79,_19M08Product_48ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,19M08
80,_19M08Product_48ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,19M08
81,_19M08Product_48PressingHydraulicPress_01,0.0,1.90000,1.90000,0.0,+Inf,19M08
82,_19M08Product_48PressingHydraulicPress_Subcon,0.0,3.80000,3.80000,0.0,+Inf,19M08
83,_19M08Product_57ClinchingClincher_01,4071.00000,0.0,1.40000,-Inf,2.80000,19M08
84,_19M08Product_57ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,19M08
85,_19M08Product_57HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,19M08
86,_19M08Product_57HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,19M08
87,_19M08Product_57HeatStakingHeatStake_08,4071.00000,0.0,7.30000,-Inf,7.30000,19M08
88,_19M08Product_57HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,19M08
89,_19M08Product_57HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,19M08
90,_19M08Product_57PressingHydraulicPress_01,4071.00000,0.0,.60000,-Inf,1.20000,19M08
91,_19M08Product_57PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,19M08
92,_19M08Product_57TestingTester_06,4071.00000,0.0,2.50000,-Inf,2.70000,19M08
